id,properties/icon,properties/name,properties/language/longitude,properties/language/pk,properties/language/name,properties/language/id,properties/language/latitude,type,geometry/coordinates/0,geometry/coordinates/1,geometry/type
EGENE,http://asjp.clld.org/clld-static/icons/cff6600.png,Egene,6.38,1025,Egene,EGENE,5.17,Feature,6.38,5.17,Point
EHUEUN,http://asjp.clld.org/clld-static/icons/cff6600.png,Ehueun,5.58,1026,Ehueun,EHUEUN,7.42,Feature,5.58,7.42,Point
EMAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Emai,5.92,1027,Emai,EMAI,7.08,Feature,5.92,7.08,Point
ENGENNI,http://asjp.clld.org/clld-static/icons/cff6600.png,Engenni,6.38,1028,Engenni,ENGENNI,5.17,Feature,6.38,5.17,Point
EPIE,http://asjp.clld.org/clld-static/icons/cff6600.png,Epie,6.33,1029,Epie,EPIE,5,Feature,6.33,5,Point
ERUWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Eruwa,6,1030,Eruwa,ERUWA,5.17,Feature,6,5.17,Point
GHOTUO,http://asjp.clld.org/clld-static/icons/cff6600.png,Ghotuo,5.75,1031,Ghotuo,GHOTUO,7.08,Feature,5.75,7.08,Point
IBILO,http://asjp.clld.org/clld-static/icons/cff6600.png,Ibilo,6.08,1032,Ibilo,IBILO,7.42,Feature,6.08,7.42,Point
ISOKO,http://asjp.clld.org/clld-static/icons/cff6600.png,Isoko,6.25,1033,Isoko,ISOKO,5.5,Feature,6.25,5.5,Point
OKPAMHERI,http://asjp.clld.org/clld-static/icons/cff6600.png,Okpamheri,5.95,1034,Okpamheri,OKPAMHERI,7.5,Feature,5.95,7.5,Point
OKPE,http://asjp.clld.org/clld-static/icons/cff6600.png,Okpe,5.83,1035,Okpe,OKPE,6,Feature,5.83,6,Point
UHAMI,http://asjp.clld.org/clld-static/icons/cff6600.png,Uhami,5.67,1037,Uhami,UHAMI,7.37,Feature,5.67,7.37,Point
UKUE,http://asjp.clld.org/clld-static/icons/cff6600.png,Ukue,5.58,1038,Ukue,UKUE,7.45,Feature,5.58,7.45,Point
UNEME,http://asjp.clld.org/clld-static/icons/cff6600.png,Uneme,6.13,1039,Uneme,UNEME,6.97,Feature,6.13,6.97,Point
URHOBO,http://asjp.clld.org/clld-static/icons/cff6600.png,Urhobo,6,1040,Urhobo,URHOBO,5.58,Feature,6,5.58,Point
URHOBO_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Urhobo 2,6,1041,Urhobo 2,URHOBO_2,5.58,Feature,6,5.58,Point
UVBIE,http://asjp.clld.org/clld-static/icons/cff6600.png,Uvbie,5.75,1042,Uvbie,UVBIE,5.42,Feature,5.75,5.42,Point
BANGANDU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bangandu,15.33,1043,Bangandu,BANGANDU,2.33,Feature,15.33,2.33,Point
BIYANDA,http://asjp.clld.org/clld-static/icons/cff6600.png,Biyanda,15.5,1044,Biyanda,BIYANDA,4.5,Feature,15.5,4.5,Point
BOFI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bofi,17.25,1045,Bofi,BOFI,4,Feature,17.25,4,Point
BOKOTO,http://asjp.clld.org/clld-static/icons/cff6600.png,Bokoto,16.5,1046,Bokoto,BOKOTO,4.92,Feature,16.5,4.92,Point
GBAYA_MBODOMO,http://asjp.clld.org/clld-static/icons/cff6600.png,Gbaya Mbodomo,15.5,1047,Gbaya Mbodomo,GBAYA_MBODOMO,4.5,Feature,15.5,4.5,Point
GBEYA,http://asjp.clld.org/clld-static/icons/cff6600.png,Gbeya,17.5,1048,Gbeya,GBEYA,6.67,Feature,17.5,6.67,Point
GBAYA_BOZOUM,http://asjp.clld.org/clld-static/icons/cff6600.png,Gbaya Bozoum,16.58,1049,Gbaya Bozoum,GBAYA_BOZOUM,6,Feature,16.58,6,Point
KARA_BODOE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kara Bodoe,15,1050,Kara Bodoe,KARA_BODOE,6,Feature,15,6,Point
MANZA,http://asjp.clld.org/clld-static/icons/cff6600.png,Manza,18.5,1051,Manza,MANZA,6.25,Feature,18.5,6.25,Point
NGBAKA,http://asjp.clld.org/clld-static/icons/cff6600.png,Ngbaka,20,1052,Ngbaka,NGBAKA,3.5,Feature,20,3.5,Point
NGBAKA_BOKANGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Ngbaka Bokanga,20,1053,Ngbaka Bokanga,NGBAKA_BOKANGA,3.5,Feature,20,3.5,Point
NGBAKA_MANZA,http://asjp.clld.org/clld-static/icons/cff6600.png,Ngbaka Manza,18.23,1054,Ngbaka Manza,NGBAKA_MANZA,5.57,Feature,18.23,5.57,Point
NGOMBE_CAR,http://asjp.clld.org/clld-static/icons/cff6600.png,Ngombe Car,15.25,1055,Ngombe Car,NGOMBE_CAR,3.92,Feature,15.25,3.92,Point
AKASELEM,http://asjp.clld.org/clld-static/icons/cff6600.png,Akaselem,1.33,1056,Akaselem,AKASELEM,8.83,Feature,1.33,8.83,Point
BAATONUM,http://asjp.clld.org/clld-static/icons/cff6600.png,Baatonum,2.05,1057,Baatonum,BAATONUM,10,Feature,2.05,10,Point
BASSARI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bassari,0.5,1058,Bassari,BASSARI,10.08,Feature,0.5,10.08,Point
BIALI,http://asjp.clld.org/clld-static/icons/cff6600.png,Biali,1.17,1059,Biali,BIALI,11.33,Feature,1.17,11.33,Point
BIRIFOR_SOUTHERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Birifor Southern,-2.67,1060,Birifor Southern,BIRIFOR_SOUTHERN,9.67,Feature,-2.67,9.67,Point
BOMU_BOBO,http://asjp.clld.org/clld-static/icons/cff6600.png,Bomu Bobo,-4.54,1061,Bomu Bobo,BOMU_BOBO,12.38,Feature,-4.54,12.38,Point
BULI_GHANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Buli Ghana,-1.25,1062,Buli Ghana,BULI_GHANA,10.5,Feature,-1.25,10.5,Point
BWAMU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bwamu,-3.83,1063,Bwamu,BWAMU,11.67,Feature,-3.83,11.67,Point
CEFO,http://asjp.clld.org/clld-static/icons/cff6600.png,Cefo,-4.53,1064,Cefo,CEFO,10.72,Feature,-4.53,10.72,Point
DAGAARE,http://asjp.clld.org/clld-static/icons/cff6600.png,Dagaare,-2.67,1065,Dagaare,DAGAARE,10.5,Feature,-2.67,10.5,Point
DAGBANI,http://asjp.clld.org/clld-static/icons/cff6600.png,Dagbani,-0.5,1066,Dagbani,DAGBANI,9.58,Feature,-0.5,9.58,Point
DITAMMARI,http://asjp.clld.org/clld-static/icons/cff6600.png,Ditammari,1.25,1067,Ditammari,DITAMMARI,10.25,Feature,1.25,10.25,Point
FRAFRA,http://asjp.clld.org/clld-static/icons/cff6600.png,Frafra,-0.92,1068,Frafra,FRAFRA,10.83,Feature,-0.92,10.83,Point
GOURMANCHEMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Gourmanchema,1,1069,Gourmanchema,GOURMANCHEMA,12.25,Feature,1,12.25,Point
HANGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Hanga,-1.53,1070,Hanga,HANGA,9.5,Feature,-1.53,9.5,Point
KABIYE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kabiye,1.17,1071,Kabiye,KABIYE,9.67,Feature,1.17,9.67,Point
KAMARA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamara,-1.86,1072,Kamara,KAMARA,9.22,Feature,-1.86,9.22,Point
KASEM,http://asjp.clld.org/clld-static/icons/cff6600.png,Kasem,-1.25,1073,Kasem,KASEM,11.25,Feature,-1.25,11.25,Point
KONKOMBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Konkomba,0.08,1074,Konkomba,KONKOMBA,10,Feature,0.08,10,Point
KONKOMBA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Konkomba 2,0.08,1075,Konkomba 2,KONKOMBA_2,10,Feature,0.08,10,Point
KONNI,http://asjp.clld.org/clld-static/icons/cff6600.png,Konni,-1.58,1076,Konni,KONNI,10.25,Feature,-1.58,10.25,Point
KOROMFE,http://asjp.clld.org/clld-static/icons/cff6600.png,Koromfe,-0.92,1077,Koromfe,KOROMFE,14.25,Feature,-0.92,14.25,Point
KULANGO_BOUNA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kulango Bouna,-3,1078,Kulango Bouna,KULANGO_BOUNA,9,Feature,-3,9,Point
KUSAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Kusal,-0.19,1079,Kusal,KUSAL,11.05,Feature,-0.19,11.05,Point
LAMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Lama,1.17,1080,Lama,LAMA,9.67,Feature,1.17,9.67,Point
LORHON,http://asjp.clld.org/clld-static/icons/cff6600.png,Lorhon,-3.24,1081,Lorhon,LORHON,9.63,Feature,-3.24,9.63,Point
MAMARA_SENOUFO,http://asjp.clld.org/clld-static/icons/cff6600.png,Mamara Senoufo,-5.5,1082,Mamara Senoufo,MAMARA_SENOUFO,12.5,Feature,-5.5,12.5,Point
MAMPRULI,http://asjp.clld.org/clld-static/icons/cff6600.png,Mampruli,-0.67,1083,Mampruli,MAMPRULI,10.33,Feature,-0.67,10.33,Point
MBELIME,http://asjp.clld.org/clld-static/icons/cff6600.png,Mbelime,0.92,1084,Mbelime,MBELIME,10.5,Feature,0.92,10.5,Point
MOBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Moba,0.12,1085,Moba,MOBA,10.67,Feature,0.12,10.67,Point
MOORE,http://asjp.clld.org/clld-static/icons/cff6600.png,Moore,-1.25,1086,Moore,MOORE,12.83,Feature,-1.25,12.83,Point
NAFAARA,http://asjp.clld.org/clld-static/icons/cff6600.png,Nafaara,-2.58,1087,Nafaara,NAFAARA,8,Feature,-2.58,8,Point
NATENI,http://asjp.clld.org/clld-static/icons/cff6600.png,Nateni,1.17,1088,Nateni,NATENI,10.5,Feature,1.17,10.5,Point
NATIORO,http://asjp.clld.org/clld-static/icons/cff6600.png,Natioro,-5.17,1089,Natioro,NATIORO,10.75,Feature,-5.17,10.75,Point
NAWDM,http://asjp.clld.org/clld-static/icons/cff6600.png,Nawdm,1,1090,Nawdm,NAWDM,8.67,Feature,1,8.67,Point
NGANGAM,http://asjp.clld.org/clld-static/icons/cff6600.png,Ngangam,0.42,1091,Ngangam,NGANGAM,10.25,Feature,0.42,10.25,Point
NINKARE,http://asjp.clld.org/clld-static/icons/cff6600.png,Ninkare,-0.8,1092,Ninkare,NINKARE,11.2,Feature,-0.8,11.2,Point
NOTRE,http://asjp.clld.org/clld-static/icons/cff6600.png,Notre,1.33,1093,Notre,NOTRE,10.67,Feature,1.33,10.67,Point
PAASAAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Paasaal,-1.92,1094,Paasaal,PAASAAL,10.25,Feature,-1.92,10.25,Point
PANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Pana,-3.33,1095,Pana,PANA,13.25,Feature,-3.33,13.25,Point
SAFALIBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Safaliba,-2.55,1099,Safaliba,SAFALIBA,9,Feature,-2.55,9,Point
SENUFO_CEBAARA,http://asjp.clld.org/clld-static/icons/cff6600.png,Senufo Cebaara,-6.15,1100,Senufo Cebaara,SENUFO_CEBAARA,9.51,Feature,-6.15,9.51,Point
SENUFO_SICITE,http://asjp.clld.org/clld-static/icons/cff6600.png,Senufo Sicite,-5.29,1101,Senufo Sicite,SENUFO_SICITE,11.18,Feature,-5.29,11.18,Point
SENOUFO_SUPYIRE,http://asjp.clld.org/clld-static/icons/cff6600.png,Senoufo Supyire,-5.58,1102,Senoufo Supyire,SENOUFO_SUPYIRE,11.5,Feature,-5.58,11.5,Point
SENOUFO_TAGWANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Senoufo Tagwana,-5.25,1103,Senoufo Tagwana,SENOUFO_TAGWANA,8.75,Feature,-5.25,8.75,Point
SISAALA_TUMULUNG,http://asjp.clld.org/clld-static/icons/cff6600.png,Sisaala Tumulung,-2,1104,Sisaala Tumulung,SISAALA_TUMULUNG,10.75,Feature,-2,10.75,Point
SISAALA_WESTERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Sisaala Western,-2.67,1105,Sisaala Western,SISAALA_WESTERN,10.83,Feature,-2.67,10.83,Point
TURKA,http://asjp.clld.org/clld-static/icons/cff6600.png,Turka,-5,1106,Turka,TURKA,10.67,Feature,-5,10.67,Point
