language_name,language_code,lexemes,word_id,word_meaning,word_orthographic_form,word_phonological_form,word_gloss,word_notes
Ancient Greek,grc,283,82,I,ἐγώ,eɡɔ́ː,I,G.sg. ἐμοῦ (suppletive stem)
Ancient Greek,grc,283,1,all,πᾶς,pȃːs,"every, all","G.sg. πάντος; πᾶς, πᾶσα, πᾶν. ..."
Ancient Greek,grc,283,2,and,τε,te,and,EXCLUDE. enclitic
Ancient Greek,grc,283,2,and,καί,kái̯,"and, even","Conjunction, coordinating words and clauses."
Ancient Greek,grc,283,3,animal,ζῷον,zdɔ̑ːjon,"living being, animal",G.sg. ζῷου.
Ancient Greek,grc,283,3,animal,θήρ,tʰɛ́ːr,"wild animal, beast of prey",EXCLUDE.
Ancient Greek,grc,283,4,ashes,σπόδος,spódos,"wood ashes, embers",EXCLUDE.
Ancient Greek,grc,283,4,ashes,τέφρᾱ,tépʰraː,ashes,G.sg. τέφρας
Ancient Greek,grc,283,4,ashes,κόνις,kóniːs,dust,EXCLUDE.
Ancient Greek,grc,283,5,at,ἐπί,epí,"upon, at",Preposition (static locative sense when ...
Ancient Greek,grc,283,5,at,παρά,pará,beside,EXCLUDE.
Ancient Greek,grc,283,5,at,ἐν,en,"in, into",EXCLUDE.
Ancient Greek,grc,283,6,back,νῶτον,nɔ̑ːton,back (of men and animals),G.sg. νῶτου
Ancient Greek,grc,283,7,bad,κακός,kakós,bad,"G.sg. κακοῦ; κακός, κακή, κακόν"
Ancient Greek,grc,283,8,bark,φλοιός,pʰloiós,bark,G.sg. φλοιοῦ
Ancient Greek,grc,283,9,because,διότι,dióti,because,"Causal conjunction. AF ὅτι, hóti. ..."
Ancient Greek,grc,283,9,because,ἔνεκα,éneka,on account of,"EXCLUDE. Postposition. AF ἔινεκα, etym. ..."
Ancient Greek,grc,283,10,belly,γαστήρ,ɡastɛ́ːr,"paunch, belly",G.sg. γαστέρος.
Ancient Greek,grc,283,11,big,μέγας,méɡas,"big, large","G.sg. μεγάλου; μέγας, μεγάλη, μέγα. ..."
Ancient Greek,grc,283,12,bird,ἀετός,aetós,eagle,EXCLUDE.
Ancient Greek,grc,283,12,bird,ὄρνῑς,órniːs,bird,G.sg. ὄρνῑθος. General word including ...
Ancient Greek,grc,283,13,bite,δάκνω,dáknɔː,bite,Inf. δάκνειν
Ancient Greek,grc,283,14,black,κελαινός,kelai̯nós,"black, dark, murky",EXCLUDE.
Ancient Greek,grc,283,14,black,μέλᾱς,mélaːs,"black, dark","G.sg. μέλανος; μέλᾱς, μέλαινα, μέλᾰν"
Ancient Greek,grc,283,15,blood,αἷμα,háɪ̀ma,blood,G.sg. αἵματος
Ancient Greek,grc,283,16,blow,φῡσάω,pʰyːsáɔː,"blow, puff",Inf. φῡσᾶν.
Ancient Greek,grc,283,16,blow,πνέω,pnéɔː,breathe (in/out),Inf. πνεῖν
Ancient Greek,grc,283,17,bone,ὀστοῦν (ὀστέον),ostȗːn,bone,G.sg. ὀστέου . Attic form ...
Ancient Greek,grc,283,18,breast,στῆθος,stɛ̑ːtʰos,breast,G.sg. στήθεος. 'breast (of both ...
Ancient Greek,grc,283,19,breathe,πνέω,pnéɔː,breathe (in/out),Inf. πνεῖν
Ancient Greek,grc,283,20,burn,εὔω,éu̯ɔː,singe,EXCLUDE.
Ancient Greek,grc,283,20,burn,καίομαι,kái̯omai̯,"be lighted, burn",Inf. καίεσθαι. Medio-passive verb form. ...
Ancient Greek,grc,283,21,child,παῖς,páɪ̀s,child,G.sg. παιδός. Generically ‘child' and ...
Ancient Greek,grc,283,22,cloud,νέφος,népʰos,cloud,G.sg. νέφεος. νέφος (s-stem neut.) ...
Ancient Greek,grc,283,23,cold,ψῡχρός,psyːkʰrós,cold,"G.sg. ψῡχροῦ; ψῡχρός, ψῡχρά, ψῡχρον."
Ancient Greek,grc,283,23,cold,κρυερός,kryerós,"icy, chilling",EXCLUDE.
Ancient Greek,grc,283,24,come,ἔρχομαι,érkʰomai̯,"come, go",Inf. ἔρχεσθαι. Present stem only ...
Ancient Greek,grc,283,25,count,ἀριθμέω,aritʰméɔː,"number, count",Inf. ἀριθμεῖν.
Ancient Greek,grc,283,26,cut,τέμνω,témnɔː,cut,Inf. τέμνειν.
Ancient Greek,grc,283,26,cut,κόπτω,kóptɔː,"cut, strike; smite",EXCLUDE.
Ancient Greek,grc,283,27,day,ἡμέρᾱ,hɛːméraː,day,G.sg. ἡμέρᾱς
Ancient Greek,grc,283,28,die,(ἀπο-)θνῄσκω,(apo-)tʰnɛ́ːjskɔː,die,Inf. (ἀπο-)θνῄσκειν.
Ancient Greek,grc,283,29,dig,ὀρύττω,orýtːɔː,"dig, dig up",Inf. ὀρύττειν (Ion. ὀρύσσειν).
Ancient Greek,grc,283,29,dig,σκάπτω,skáptɔː,"dig, dig about",Inf. σκάπτειν.
Ancient Greek,grc,283,30,dirty,ῥυπαρός,hryparós,"dirty, filthy","G.sg. ῥυπαροῦ; ῥυπαρός, ῥυπαρά, ῥυπαρόν."
Ancient Greek,grc,283,31,dog,κύων,kýɔːn,dog,G.sg. κυνός.
Ancient Greek,grc,283,32,drink,πῑ́νω,píːnɔː,drink,Inf. πῑ́νειν.
Ancient Greek,grc,283,33,dry,αὐχμηρός,au̯kʰmɛːrós,"dry, parched",EXCLUDE.
Ancient Greek,grc,283,33,dry,ξηρός,kʰsɛːrós,dry,"G.sg. ξηροῦ; ξηρός, ξηρά, ξηρόν. ..."
Ancient Greek,grc,283,34,dull,ἀμβλύς,amblýs,"blunt, dulled","G.sg. ἀμβλέος ; ἀμβλύς, ἀμβλεῖα, ..."
Ancient Greek,grc,283,35,dust,κόνις,kóniːs,dust,G.sg. κόνεως.
Ancient Greek,grc,283,36,ear,οὖς,ȗːs,ear,G.sg. ὠτός.
Ancient Greek,grc,283,37,earth,χθών,kʰtʰɔ́ːn,"earth, surface of the earth",EXCLUDE.
Ancient Greek,grc,283,37,earth,γῆ,ɡɛ̑ː,"earth, land, ground",G.sg. γῆς.
Ancient Greek,grc,283,38,eat,ἐσθίω,estʰíɔː,eat,Inf. ἐσθίειν.
Ancient Greek,grc,283,39,egg,ᾠόν,ɔːjón,egg,G.sg. ᾠοῦ.
Ancient Greek,grc,283,40,eye,ὀφθαλμός,opʰtʰalmós,eye,G.sg. ὀφθαλμοῦ.
Ancient Greek,grc,283,41,fall,πίπτω,píptɔː,fall (down),Inf. πίπτειν
Ancient Greek,grc,283,42,far,πόρρω,pórːɔː,"far off, afar",Adverb.
Ancient Greek,grc,283,43,fat,λίπος,lípos,"animal fat, lard, tallow",G.sg. λίπεος.
Ancient Greek,grc,283,43,fat,δημός,dɛːmós,fat (esp. of sacrificial meat),EXCLUDE.
Ancient Greek,grc,283,44,father,πατήρ,patɛ́ːr,father,G.sg. πατρός
Ancient Greek,grc,283,45,fear,φοβέομαι,pʰobéomai̯,"fear, be afraid",Inf. φοβεῖσθαι.
Ancient Greek,grc,283,45,fear,δείδω,déːdɔː,"be alarmed, anxious, fear",Inf. δείδειν. Can take an ...
Ancient Greek,grc,283,46,feather,πτερόν,pterón,feather,G.sg. πτεροῦ.
Ancient Greek,grc,283,47,few,ὀλίγοι,olíɡoi̯,few,"G.pl. ὀλίγων; ὀλίγοι, ὀλίγαι, ὀλίγα. ..."
Ancient Greek,grc,283,47,few,παῦρος,páù̯ros,"little, small",EXCLUDE.
Ancient Greek,grc,283,48,fight,μάχομαι,mákʰomai̯,fight,"Inf. μάχεσθαι. (with, +dat.); etym. ..."
Ancient Greek,grc,283,49,fingernail,ὄνυξ,ónykʰs,"fingernail, hoof",G.sg. ὄνυχος
Ancient Greek,grc,283,50,fire,πῦρ,py̑ːr,fire,G.sg. πῠρός
Ancient Greek,grc,283,51,fish,ἰχθῦς,ikʰtʰy̑ːs,fish,G.sg. ἰχθῡ́ος.
Ancient Greek,grc,283,52,five,πέντε,pénte,five,Indeclinable numeral.
Ancient Greek,grc,283,53,float,πλέω,pléɔː,"go by sea, float",Inf. πλεῖν. More commonly used ...
Ancient Greek,grc,283,54,flow,ῥέω,hréɔː,"flow, run, stream",Inf. ῥεῖν. Of liquid movement ...
Ancient Greek,grc,283,55,flower,ἄνθος,ántʰos,"blossom, flower",G.sg. ἄνθεος
Ancient Greek,grc,283,56,fly,πέτομαι,pétomai̯,fly,Inf. πέτεσθαι
Ancient Greek,grc,283,57,fog,ὀμίχλη,omíkʰlɛː,"mist, fog",G.sg. ὀμίχλης
Ancient Greek,grc,283,58,foot,πούς,pȗːs,foot,G.sg. ποδός.
Ancient Greek,grc,283,59,four,τέτταρες,tétːares,four,"Cf. Ion. τέσσαρες, West Greek ..."
Ancient Greek,grc,283,60,freeze,πήγνυμαι,pɛ́ːgnumai̯,"become solid, freeze",Inf. πήγνυσθαι; intrans.
Ancient Greek,grc,283,61,fruit,καρπός,karpós,"fruit, produce",G.sg. καρποῦ.
Ancient Greek,grc,283,62,full,μεστός,mestós,"full, satiated",EXCLUDE.
Ancient Greek,grc,283,62,full,πλήρης,plɛ́ːrɛs,"full, filled",G.sg. πλήρεος.
Ancient Greek,grc,283,63,give,δίδωμι,dídɔːmi,give,Inf. διδόναι.
Ancient Greek,grc,283,64,good,ἀγαθός,aɡatʰós,good,"G.sg. ἀγαθοῦ; ἀγαθός, ἀγαθή, ἀγαθόν. ..."
Ancient Greek,grc,283,64,good,εὐ-,eu̯-,(ameliorative prefix),EXCLUDE.
Ancient Greek,grc,283,64,good,καλός,kalós,beautiful; of good quality,EXCLUDE.
Ancient Greek,grc,283,65,grass,χλόη,kʰlóɛː,first green shoots of plants,EXCLUDE.
Ancient Greek,grc,283,65,grass,πόα,póa,grass,G.sg. πόας.
Ancient Greek,grc,283,66,green,χλωρός,kʰlɔːrós,"greenish-yellow, pale green","G.sg. χλωροῦ; χλωρός, χλωρά, χλωρόν. ..."
Ancient Greek,grc,283,67,guts,σπλάγχνα,spláŋkʰna,"inward parts, innards",EXCLUDE.
Ancient Greek,grc,283,67,guts,ἔντερα,éntera,"guts, bowels",G.pl. ἐντέρων. Lit. plural of ...
Ancient Greek,grc,283,68,hair,θρίξ,tʰríkʰs,hair,G.sg. τριχός [trikʰos]. (Root subject ...
Ancient Greek,grc,283,68,hair,κόμη,kómɛː,hair of the head,EXCLUDE.
Ancient Greek,grc,283,69,hand,χείρ,kʰéːr,"hand, arm",G.sg. χειρός
Ancient Greek,grc,283,70,he,οὗτος,hȗːtos,this,G.sg. τούτου (stem allomorphy). Cf. ...
Ancient Greek,grc,283,70,he,αὐτός,au̯tós,"self, same",Used as 3.sg. pron. in ...
Ancient Greek,grc,283,70,he,ἐκεῖνος,ekȇːnos,that,EXCLUDE. see /lexeme/7642/
Ancient Greek,grc,283,71,head,κεφαλή,kepʰalɛː,head (of humans or animals),G.sg. κεφαλῆς
Ancient Greek,grc,283,72,hear,ἀκούω,akúɔː,hear,Inf. ἀκούειν
Ancient Greek,grc,283,73,heart,καρδίᾱ,kardíaː,heart,G.sg. καρδίας.
Ancient Greek,grc,283,74,heavy,βαρύς,barýs,heavy,"G.sg. βαρέως; βαρύς, βαρεῖα, βαρύ."
Ancient Greek,grc,283,75,here,ἐνθάδε,entʰáde,"hither, thither",
Ancient Greek,grc,283,75,here,ἐνταῦθα,entáù̯tʰa,"here, there; hither, thither",
Ancient Greek,grc,283,76,hit,τύπτω,týptɔː,"beat, strike",Inf. τύπτειν.
Ancient Greek,grc,283,77,hold,ἔχω,ékʰɔː,"have, hold",Inf. ἔχειν.
Ancient Greek,grc,283,78,horn,κέρας,kéras,horn (of an animal),Att. G.sg. κέρως < *κέρα-ος.
Ancient Greek,grc,283,79,how,πῶς,pɔːs,how? (interrogative adverb of manner),Indeclinable.
Ancient Greek,grc,283,80,hunt,θηρεύω,tʰɛːréu̯ɔː,hunt,Inf. θηρεύειν. Cf. θήρ 'wild ...
Ancient Greek,grc,283,81,husband,πόσις,pósis,"(lawful) husband, spouse",EXCLUDE.
Ancient Greek,grc,283,81,husband,ἀνήρ,anɛ́ːr,"man, husband",G.sg. ἀνδρός (with δ-epenthesis between ...
Ancient Greek,grc,283,83,ice,κρύσταλλος,krýstalːos,"ice, rock crystal","G.sg. κρύσταλλου. Uniquely attested lexeme, ..."
Ancient Greek,grc,283,84,if,εἰ,eː,if,Conditional particle
Ancient Greek,grc,283,85,in,ἐν,en,in,Preposition (+dat.); w/ acc. 'into'
Ancient Greek,grc,283,86,kill,φονεύω,pʰonéu̯ɔː,murder,EXCLUDE.
Ancient Greek,grc,283,86,kill,(ἀπο-)κτείνω,(apo-)ktéːnɔː,"kill, slay",Inf. κτείνειν. Usually compounded with ...
Ancient Greek,grc,283,87,knee,γόνυ,ɡóny,knee,G.sg. γόνατος.
Ancient Greek,grc,283,88,know,οἶδα,óì̯da,I know,Inf. εἰδέναι. Irregular verb; cf. ...
Ancient Greek,grc,283,89,lake,λίμνη,límnɛː,"lake, marsh",G.sg. λίμνης
Ancient Greek,grc,283,90,laugh,γελάω,geláɔː,I laugh,Inf. γελᾶν
Ancient Greek,grc,283,91,leaf,φύλλον,pʰýlːon,leaf,G.sg. φύλλου.
Ancient Greek,grc,283,92,left,ἀριστερός,aristerós,"left, on the left",G.sg. ἀριστεροῦ
Ancient Greek,grc,283,92,left,λαιός,lai̯ós,"left, on the left hand",EXCLUDE.
Ancient Greek,grc,283,93,leg,σκέλος,skélos,leg (from the hip downwards),G.sg. σκέλεος.
Ancient Greek,grc,283,94,lie,κεῖμαι,kȇːmai̯,"lie, lie outstretched",Inf. κεῖσθαι
Ancient Greek,grc,283,94,lie,κατακλῑ́νομαι,kataklíːnomai̯,"lie (oneself) down, become recumbent",EXCLUDE.
Ancient Greek,grc,283,95,live,ζῶ,zdɔ̑ː,I live,Inf. ζῆν.
Ancient Greek,grc,283,96,liver,ἧπαρ,hɛ̑ːpar,liver,G.sg. ἥπατος
Ancient Greek,grc,283,97,long,μακρός,makrós,long,G.sg. μακροῦ.
Ancient Greek,grc,283,98,louse,φθείρ,pʰtʰéi̯r,louse,G.sg. φθειρός
Ancient Greek,grc,283,99,man,ἀνήρ,anɛ́ːr,(adult) man; husband,G.sg. ἀνδρός (with δ-epenthesis between ...
Ancient Greek,grc,283,100,many,πολλοί,polloí,many,"G.pl. πολλῶν; πολλοί, πολλαί, πολλά; ..."
Ancient Greek,grc,283,101,meat,κρέας,kréas,"flesh, meat",Gen. κρέως < *κρέϝα-ος. Cf. ...
Ancient Greek,grc,283,102,moon,μήνη,mɛ́ːnɛː,moon,EXCLUDE.
Ancient Greek,grc,283,102,moon,σελήνη,selɛ́ːnɛː,moon,G.sg. σελήνης
Ancient Greek,grc,283,103,mother,μήτηρ,mɛ́ːtɛːr,mother,G.sg. μητρός
Ancient Greek,grc,283,104,mountain,ὄρος,óros,"mountain, hill",G.sg. ὄρεος
Ancient Greek,grc,283,105,mouth,στόμα,stóma,mouth,G.sg. στόματος
Ancient Greek,grc,283,106,name,ὄνομα,ónoma,name,G.sg. ὀνόματος.
Ancient Greek,grc,283,107,narrow,στενός,stenós,narrow,"G.sg. στενοῦ. στενός, στενή, στενόν."
Ancient Greek,grc,283,108,near,ἐγγύς,eŋgýs,near,Adverb
Ancient Greek,grc,283,109,neck,τράχηλος,trákʰɛːlos,neck,G.sg. τραχήλου.
Ancient Greek,grc,283,109,neck,αὐχήν,au̯kʰɛ́n,nape,EXCLUDE.
Ancient Greek,grc,283,110,new,νέος,néos,new,"G.sg. νέου; νέος, νέα, νέον."
Ancient Greek,grc,283,110,new,καινός,kai̯nós,"new, fresh, novel",EXCLUDE.
Ancient Greek,grc,283,111,night,νύξ,nýks,night,G.sg. νυκτός
Ancient Greek,grc,283,112,nose,ῥῑ́ς,riː́s,"nose, nostril",G.sg. ῥίνός. (as pl. ῥῖνες ...
Ancient Greek,grc,283,113,not,μή,mɛː,not,Particle for negation of prohibitive ...
Ancient Greek,grc,283,113,not,οὐ,uː,not,General particle used to negate ...
Ancient Greek,grc,283,114,old,παλαιός,palai̯ós,old (of persons and things),"G.sg. παλαιοῦ. παλαιός, παλαιά, παλαιόν."
Ancient Greek,grc,283,115,one,εἷς,héː̀s,one,"G.sg. ἑνός. εἷς, μία, ἑν."
Ancient Greek,grc,283,116,other,ἕτερος,héteros,other of two,"G.sg. ἑτέρου; ἕτερος, ἕτερα, ἕτερον."
Ancient Greek,grc,283,116,other,ἄλλος,álːos,"‘another, other of more than two’","G.sg. ἄλλου; ἄλλος. ἄλλη, ἄλλο."
Ancient Greek,grc,283,117,person,ἄνθρωπος,ántʰrɔːpos,"person, human being",G.sg. ἀνθρώπου.
Ancient Greek,grc,283,118,play,παίζω,pái̯zdɔː,"play (like a child), sport, dance, play (a game)",Inf. παίζειν.
Ancient Greek,grc,283,119,pull,ἕλκω,helkɔː,"pull, draw, drag",Inf. ἕλκειν
Ancient Greek,grc,283,120,push,ὠθέω,ɔːtʰéɔː,"thrust, push",Inf. ὠθεῖν
Ancient Greek,grc,283,121,rain,ὕετος,hýːetos,rain,G.sg. ὕέτου.
Ancient Greek,grc,283,122,red,ἐρυθρός,erytʰrós,red,"G.sg. ἐρυθροῦ; ἐρυθρός, ἐρυθρά, ἐρυθρόν."
Ancient Greek,grc,283,123,right,ὀρθός,ortʰós,"straight, upright, correct","G.sg. ὀρθοῦ; ὀρθός, ὀρθή, ὀρθόν."
Ancient Greek,grc,283,124,rightside,δεξιός,deksiós,"on the right hand, side","G.sg. δεξιοῦ; δεξιός, δεξιά, δεξιόν"
Ancient Greek,grc,283,125,river,ποταμός,potamós,"river, stream",G.sg. ποταμοῦ
Ancient Greek,grc,283,125,river,ῥοή,hroɛ́ː,stream,EXCLUDE.
Ancient Greek,grc,283,126,road,ὁδός,hodós,"road, path, way; journey",G.sg. ὁδοῦ.
Ancient Greek,grc,283,127,root,ῥίζα,rízda,root,G.sg. ῥίζης.
Ancient Greek,grc,283,128,rope,δεσμός,dezmós,"bond, fetter",EXCLUDE.
Ancient Greek,grc,283,128,rope,κάλως,kálɔːs,reefing rope; rope,G.sg. κάλω. ('Attic declension'); Ep./Ion. ...
Ancient Greek,grc,283,128,rope,πεῖσμα,péì̯sma,ship's cable (usu. stern cable),EXCLUDE.
Ancient Greek,grc,283,128,rope,σπάρτον,spárton,"rope, cable, thread","EXCLUDE. IE *sper-, sperg- 'wrap' ..."
Ancient Greek,grc,283,129,rotten,σαπρός,saprós,"rotten, putrid","G.sg. σαπροῦ. σαπρός, σαπρά. σαπρόν."
Ancient Greek,grc,283,130,round,κύκλιος,kýklios,"round, circular","G.sg. κυκλίου. κύκλιος, κύκλια, κύκλιον."
Ancient Greek,grc,283,130,round,στρογγύλος,stroŋgýlos,"round, spherical; curved",EXCLUDE. Also more rarely γογγύλος ...
Ancient Greek,grc,283,131,rub,τρῑ́βω,tríːbɔː,rub,Inf. τρῑ́βειν.
Ancient Greek,grc,283,132,salt,ἅλς,háls,salt; brine,G.sg. ἁλός
Ancient Greek,grc,283,133,sand,ἄμμος,ámmos,sand,G.sg. ἄμμου
Ancient Greek,grc,283,134,say,λέγω,légɔː,"say, speak",Inf. λέγειν
Ancient Greek,grc,283,135,scratch,κνάω,knáɔː,scratch,"Inf. κνῆν, middle: κνῆσθαι ‘scratch ..."
Ancient Greek,grc,283,136,sea,θάλαττα,tʰálatːa,sea,G.sg. θαλάττης.
Ancient Greek,grc,283,137,see,ὁράω,horáɔː,"see, look",Inf. ὁρᾶν. Has suppletive aorist ...
Ancient Greek,grc,283,138,seed,σπέρμα,spérma,seed,G.sg. σπέρματος.
Ancient Greek,grc,283,139,sew,ῥάπτω,hráptɔː,"sew together, stitch",Inf. ῥάπτειν
Ancient Greek,grc,283,140,sharp,ὀξύς,oksýs,"sharp, keen (of a point or edge)","G.sg. ὀξέως; ὀξύς, ὀξεῖα, ὀξύ"
Ancient Greek,grc,283,141,short,βραχύς,brakʰýs,short,"G.sg. βραχέως; βραχύς, βραχεῖα, βραχύ"
Ancient Greek,grc,283,142,sing,ᾄδω,áːjdɔː,"sing (of), chant",Inf. ᾄδειν.
Ancient Greek,grc,283,143,sit,κάθημαι,kátʰɛːmai̯,"be seated, sit",Compound with κατά. Inf. (καθ-)ἧσθαι.
Ancient Greek,grc,283,143,sit,ἵζω,hízdɔː,"make to sit, seat",EXCLUDE. AF καθίζειν
Ancient Greek,grc,283,144,skin,δέρμα,dérma,"skin, hide",G.sg. δέρματος
Ancient Greek,grc,283,145,sky,οὐρανός,uːranós,"sky, firmament",G.sg. οὐρανοῦ
Ancient Greek,grc,283,146,sleep,καθεύδω,katʰéu̯dɔː,"lay down to sleep, sleep",Compound of εὕδω 'sleep' with ...
Ancient Greek,grc,283,147,small,μικρός,mikrós,small,"G.sg. μικροῦ; μικρός, μικρά, μικρόν. ..."
Ancient Greek,grc,283,148,smell,ὀσφραίνομαι,ospʰrái̯nomai̯,"catch scent of, smell",Inf. ὀσφραίνεσθαι
Ancient Greek,grc,283,149,smoke,καπνός,kapnós,smoke,G.sg. καπνοῦ
Ancient Greek,grc,283,150,smooth,λεῖος,léì̯os,smooth (to the touch),"G.sg λείου; λεῖος, λεῖα, λεῖον."
Ancient Greek,grc,283,151,snake,ἑρπετόν,herpetón,"creeping thing, snake",EXCLUDE.
Ancient Greek,grc,283,151,snake,ὄφις,ópʰis,"snake, serpent",G.sg. ὄφεως
Ancient Greek,grc,283,151,snake,ἔχιδνα,ékʰidna,viper,"EXCLUDE. Alternative form ἔχις, ἔχιος."
Ancient Greek,grc,283,152,snow,χιών,kʰiɔ́ːn,"snow, fallen snow",G.sg. χιόνος
Ancient Greek,grc,283,153,some,τινες,tines,"(indefinite pronoun, plural)",G.sg. τινων. Indefinite pronoun.
Ancient Greek,grc,283,154,spit,πτύω,ptýɔː,spit out,Inf. πτύειν.
Ancient Greek,grc,283,155,split,σχίζω,skʰízdɔː,"split, cleave; divide into parts",Inf. σχίζειν.
Ancient Greek,grc,283,156,squeeze,θλίβω,tʰlíbɔː,"squeeze, chafe, pinch",EXCLUDE. Inf. θλίβειν. etym. dub. ...
Ancient Greek,grc,283,156,squeeze,πιέζω,piézdɔː,"press tight, squeeze",Inf. πιέζειν
Ancient Greek,grc,283,157,stab,κεντέω,kentéɔː,"prick, stab","Inf. κεντεῖν. IE *kent-, knt-o, ..."
Ancient Greek,grc,283,158,stand,ἵστημι,hístɛːmi,stand,Inf. ἱστάναι.
Ancient Greek,grc,283,159,star,ἀστήρ,astɛ́ːr,star,G.sg. ἀστέρος
Ancient Greek,grc,283,160,stick,βακτηρία,baktɛːríaː,"staff, cane","EXCLUDE. AF βάκτρον, etym. dub. ..."
Ancient Greek,grc,283,160,stick,ῥάβδος,hrábdos,stick,"G.sg. ῥάβδου; ‘staff’, if fr. ..."
Ancient Greek,grc,283,161,stone,πέτρος,pétros,rock,EXCLUDE.
Ancient Greek,grc,283,161,stone,λίθος,lítʰos,stone,G.sg. λίθου.
Ancient Greek,grc,283,162,straight,εὐθύς,eu̯tʰýs,"straight, direct","G.sg. εὐθέως; εὐθύς, εὐθεῖα, εὐθύ."
Ancient Greek,grc,283,163,suck,μυζάω,myzdáɔː,I suck,Inf. μυζᾶν. Often found with ...
Ancient Greek,grc,283,164,sun,ἥλιος,hɛ́ːlios,sun,G.sg. ἡλίου
Ancient Greek,grc,283,165,swell,κυμαίνω,kymái̯nɔː,"swell, rise, billow (of waves, liquids)",EXCLUDE. Inf. κυμαίνειν. ‘swell with ...
Ancient Greek,grc,283,165,swell,οἰδέω,oi̯déɔː,"swell, become swollen",Inf. οἰδεῖν
Ancient Greek,grc,283,166,swim,νέω,néɔː,swim,Inf. νεῖν
Ancient Greek,grc,283,167,tail,οὐρά,ou̯rá,tail; rearguard,EXCLUDE. AF οὐραῖα
Ancient Greek,grc,283,167,tail,κέρκος,kérkos,tail (of an animal),"G.sg. κέρκου. orig. 'stave, rod'?, ..."
Ancient Greek,grc,283,168,that,ἐκεῖνος,ekȇːnos,that,"G.sg. ἐκείνου orig. comp. E-KE(I)-ENOS, ..."
Ancient Greek,grc,283,169,there,ἐκεῖ,ekȇː,"there, in that place",Adverb. comp. of E (= ...
Ancient Greek,grc,283,170,they,οὗτοι,hȗːtoi̯,they,G.pl. τούτων (stem allomorphy). Cf. ...
Ancient Greek,grc,283,170,they,ἐκεῖνοι,ekȇːnoi̯,those ones,see 'that' in /lexeme/18947/
Ancient Greek,grc,283,171,thick,πυκνός,pyknós,"close, compact, in close order",EXCLUDE.
Ancient Greek,grc,283,171,thick,παχύς,pakʰýs,"thick, stout","G.sg. παχέως; παχύς, παχεῖα, παχύ."
Ancient Greek,grc,283,172,thin,λεπτός,leptós,"thin, fine; lean","G.sg. λεπτοῦ; λεπτός, λεπτή, λεπτόν."
Ancient Greek,grc,283,173,think,γιγνώσκω,giŋnɔ́ːskɔː,"come to know, perceive; know by observation",Inf. γιγνώσκειν
Ancient Greek,grc,283,173,think,οἴομαι,oíomai̯,"think, suppose, believe","Inf. οἴ(ε)σθαι., IE *(h)uis-, = ..."
Ancient Greek,grc,283,173,think,νομίζω,nomízdɔː,"acknowledge, consider as, believe",Inf. νομίζειν
Ancient Greek,grc,283,174,this,οὗτος,hȗːtos,this,G.sg. τούτου (stem allomorphy). Cf. ...
Ancient Greek,grc,283,174,this,ὅδε,hóde,this (here),G.sg. τοῦδε.
Ancient Greek,grc,283,175,thou,σύ,sý,thou,G.sg. σοῦ
Ancient Greek,grc,283,176,three,τρεῖς,trȇːs,three,neut. τρία
Ancient Greek,grc,283,177,throw,ῥίπτω,hríptɔː,"throw, cast, hurl",Inf. ῥίπτειν.
Ancient Greek,grc,283,177,throw,βάλλω,bállɔː,"throw (at), strike, pelt","Inf. βάλλειν. ‘throw, strike’, prob. ..."
Ancient Greek,grc,283,178,tie,δέω,déɔː,"tie, bind",Inf. δεῖν
Ancient Greek,grc,283,179,tongue,γλῶττα,ɡlɔ̑ːtːa,tongue; language,G.sg. γλώττης. (Ion. γλῶσσα).
Ancient Greek,grc,283,180,tooth,ὀδούς,odúːs,tooth,G.sg. ὀδόντος
Ancient Greek,grc,283,181,tree,δένδρον,déndron,tree,G.sg. δένδρου; alternative form δένδρεον ...
Ancient Greek,grc,283,182,turn,στρέφω,strépʰɔː,"‘turn, twist, spin’",EXCLUDE. Inf. στρέφειν.
Ancient Greek,grc,283,182,turn,τρέπω,trépɔː,"turn, direct (towards something)","Inf. τρέπειν. ‘turn, direct; change; ..."
Ancient Greek,grc,283,183,two,δύο,dýo,two,G.D. δυοῖν (inflected as a ...
Ancient Greek,grc,283,184,vomit,ἐμέω,eméɔː,vomit,Inf. ἐμεῖν; sometimes compounded with ...
Ancient Greek,grc,283,185,walk,βαίνω,bái̯nɔː,"walk, step",Inf. βαίνειν
Ancient Greek,grc,283,185,walk,περιπατέω,peri-patéɔː,"walk up and down, walk about","EXCLUDE. Inf. περιπατεῖν. 'walk about, ..."
Ancient Greek,grc,283,186,warm,θερμός,tʰermós,"hot, warm","G.sg. θερμοῦ; θερμός, θερμή, θερμόν."
Ancient Greek,grc,283,187,wash,λούω,lúːɔː,wash (the body),Inf. λούειν.
Ancient Greek,grc,283,187,wash,πλῡ́νω,plýːnɔː,wash (clothes),Inf. πλῡ́νειν
Ancient Greek,grc,283,187,wash,νίζω,nízdɔː,wash (hands and feet),Inf. νίζειν
Ancient Greek,grc,283,188,water,ὕδωρ,hýdɔːr,water,G.sg. ὕδατος
Ancient Greek,grc,283,189,we,ἡμεῖς,hɛːmȇːs,we,G.pl. ἡμῶν.
Ancient Greek,grc,283,190,wet,ὑγρός,hygrós,wet,"G.sg. ὑγροῦ; ὑγρός, ὑγρά, ὑγρόν. ..."
Ancient Greek,grc,283,191,what,τί,tí,what?,G.sg. τίνος. Neuter singular form ...
